year,month,day,births,day_of_year,day_of_week
1979,12,6,10021,341,4
1979,12,7,9869,342,5
1979,12,8,8709,343,6
1979,12,9,8213,344,7
1979,12,10,9932,345,1
1979,12,11,10308,346,2
1979,12,12,10050,347,3
1979,12,13,9700,348,4
1979,12,14,9944,349,5
1979,12,15,8473,350,6
1979,12,16,8209,351,7
1979,12,17,10273,352,1
1979,12,18,10592,353,2
1979,12,19,10257,354,3
1979,12,20,10022,355,4
1979,12,21,9963,356,5
1979,12,22,8536,357,6
1979,12,23,8104,358,7
1979,12,24,8490,359,1
1979,12,25,7968,360,2
1979,12,26,9231,361,3
1979,12,27,10504,362,4
1979,12,28,10961,363,5
1979,12,29,8990,364,6
1979,12,30,8250,365,7
1979,12,31,9782,366,1
1980,1,1,8232,1,2
1980,1,2,9011,2,3
1980,1,3,9902,3,4
1980,1,4,9939,4,5
1980,1,5,8691,5,6
1980,1,6,8213,6,7
1980,1,7,9833,7,1
1980,1,8,9822,8,2
1980,1,9,9564,9,3
1980,1,10,9759,10,4
1980,1,11,10234,11,5
1980,1,12,8613,12,6
1980,1,13,8291,13,7
1980,1,14,10101,14,1
1980,1,15,9972,15,2
1980,1,16,9660,16,3
1980,1,17,9812,17,4
1980,1,18,10180,18,5
1980,1,19,8730,19,6
1980,1,20,8457,20,7
1980,1,21,9675,21,1
1980,1,22,10076,22,2
1980,1,23,9593,23,3
1980,1,24,9908,24,4
1980,1,25,10067,25,5
1980,1,26,8730,26,6
1980,1,27,8258,27,7
1980,1,28,9880,28,1
1980,1,29,9868,29,2
1980,1,30,9677,30,3
1980,1,31,9739,31,4
1980,2,1,9996,32,5
1980,2,2,8798,33,6
1980,2,3,8285,34,7
1980,2,4,9816,35,1
1980,2,5,10251,36,2
1980,2,6,9907,37,3
1980,2,7,10108,38,4
1980,2,8,10001,39,5
1980,2,9,8772,40,6
1980,2,10,8354,41,7
1980,2,11,10154,42,1
1980,2,12,10252,43,2
1980,2,13,9790,44,3
1980,2,14,10432,45,4
1980,2,15,10201,46,5
1980,2,16,8918,47,6
1980,2,17,8571,48,7
1980,2,18,9716,49,1
1980,2,19,10175,50,2
1980,2,20,10093,51,3
1980,2,21,10156,52,4
1980,2,22,10268,53,5
1980,2,23,8956,54,6
1980,2,24,8604,55,7
1980,2,25,10032,56,1
1980,2,26,10177,57,2
1980,2,27,9783,58,3
1980,2,28,10211,59,4
1980,2,29,9615,60,5
1980,3,1,8610,61,6
1980,3,2,8339,62,7
1980,3,3,10053,63,1
1980,3,4,10113,64,2
1980,3,5,9978,65,3
1980,3,6,10067,66,4
1980,3,7,10043,67,5
1980,3,8,8883,68,6
1980,3,9,8440,69,7
1980,3,10,9922,70,1
1980,3,11,10234,71,2
1980,3,12,10075,72,3
1980,3,13,9770,73,4
1980,3,14,9961,74,5
1980,3,15,8711,75,6
1980,3,16,8429,76,7
1980,3,17,10259,77,1
1980,3,18,10101,78,2
1980,3,19,10111,79,3
1980,3,20,9799,80,4
1980,3,21,10356,81,5
1980,3,22,8902,82,6
1980,3,23,8530,83,7
1980,3,24,10100,84,1
1980,3,25,10553,85,2
1980,3,26,10094,86,3
1980,3,27,9952,87,4
1980,3,28,10115,88,5
1980,3,29,8867,89,6
1980,3,30,8482,90,7
1980,3,31,9897,91,1
1980,4,1,10146,92,2
1980,4,2,10088,93,3
1980,4,3,9887,94,4
1980,4,4,10033,95,5
1980,4,5,8476,96,6
1980,4,6,8413,97,7
1980,4,7,9863,98,1
1980,4,8,10323,99,2
1980,4,9,9957,100,3
1980,4,10,9943,101,4
1980,4,11,9945,102,5
1980,4,12,8544,103,6
1980,4,13,8281,104,7
1980,4,14,9821,105,1
1980,4,15,10141,106,2
1980,4,16,10130,107,3
1980,4,17,9751,108,4
1980,4,18,9961,109,5
1980,4,19,8642,110,6
1980,4,20,8460,111,7
1980,4,21,10004,112,1
1980,4,22,10344,113,2
1980,4,23,9985,114,3
1980,4,24,9870,115,4
1980,4,25,10007,116,5
1980,4,26,8410,117,6
1980,4,27,7856,118,7
1980,4,28,9926,119,1
1980,4,29,10155,120,2
1980,4,30,9832,121,3
1980,5,1,10131,122,4
1980,5,2,9991,123,5
1980,5,3,8659,124,6
1980,5,4,8086,125,7
1980,5,5,9951,126,1
1980,5,6,10199,127,2
1980,5,7,9524,128,3
1980,5,8,9418,129,4
1980,5,9,9766,130,5
1980,5,10,8431,131,6
1980,5,11,8312,132,7
1980,5,12,9922,133,1
1980,5,13,9967,134,2
1980,5,14,9717,135,3
1980,5,15,9832,136,4
1980,5,16,9842,137,5
1980,5,17,8385,138,6
1980,5,18,8323,139,7
1980,5,19,9984,140,1
1980,5,20,10571,141,2
1980,5,21,9682,142,3
1980,5,22,10109,143,4
1980,5,23,10258,144,5
1980,5,24,8659,145,6
1980,5,25,8462,146,7
1980,5,26,8644,147,1
1980,5,27,10149,148,2
1980,5,28,10198,149,3
1980,5,29,10189,150,4
1980,5,30,10182,151,5
1980,5,31,8574,152,6
1980,6,1,8454,153,7
1980,6,2,9933,154,1
1980,6,3,10258,155,2
1980,6,4,10010,156,3
1980,6,5,9978,157,4
1980,6,6,10222,158,5
1980,6,7,8816,159,6
1980,6,8,8183,160,7
1980,6,9,9666,161,1
1980,6,10,10340,162,2
1980,6,11,10042,163,3
1980,6,12,9966,164,4
1980,6,13,9887,165,5
1980,6,14,8715,166,6
1980,6,15,8674,167,7
1980,6,16,10249,168,1
1980,6,17,10209,169,2
1980,6,18,10336,170,3
1980,6,19,10240,171,4
1980,6,20,10326,172,5
1980,6,21,8812,173,6
1980,6,22,8733,174,7
1980,6,23,10492,175,1
1980,6,24,10859,176,2
1980,6,25,10550,177,3
1980,6,26,10621,178,4
1980,6,27,10688,179,5
1980,6,28,9011,180,6
1980,6,29,8820,181,7
1980,6,30,10371,182,1
1980,7,1,10921,183,2
1980,7,2,10914,184,3
1980,7,3,10694,185,4
1980,7,4,9203,186,5
1980,7,5,9228,187,6
1980,7,6,8917,188,7
1980,7,7,10484,189,1
1980,7,8,11290,190,2
1980,7,9,10800,191,3
1980,7,10,10768,192,4
1980,7,11,11078,193,5
1980,7,12,9270,194,6
1980,7,13,8943,195,7
1980,7,14,10613,196,1
1980,7,15,11095,197,2
1980,7,16,11065,198,3
1980,7,17,11062,199,4
1980,7,18,10696,200,5
1980,7,19,9191,201,6
1980,7,20,9129,202,7
1980,7,21,10853,203,1
1980,7,22,11067,204,2
1980,7,23,10616,205,3
1980,7,24,10615,206,4
1980,7,25,10785,207,5
1980,7,26,9429,208,6
1980,7,27,9139,209,7
1980,7,28,10926,210,1
1980,7,29,11461,211,2
1980,7,30,11126,212,3
1980,7,31,10975,213,4
1980,8,1,11006,214,5
1980,8,2,9585,215,6
1980,8,3,9176,216,7
1980,8,4,10783,217,1
1980,8,5,11194,218,2
1980,8,6,10785,219,3
1980,8,7,11044,220,4
1980,8,8,11492,221,5
1980,8,9,9466,222,6
1980,8,10,9145,223,7
1980,8,11,11026,224,1
1980,8,12,11371,225,2
1980,8,13,10923,226,3
1980,8,14,10756,227,4
1980,8,15,10897,228,5
1980,8,16,9361,229,6
1980,8,17,9001,230,7
1980,8,18,10933,231,1
1980,8,19,11193,232,2
1980,8,20,10942,233,3
1980,8,21,10811,234,4
1980,8,22,10779,235,5
1980,8,23,9271,236,6
1980,8,24,9103,237,7
1980,8,25,10910,238,1
1980,8,26,11151,239,2
1980,8,27,11005,240,3
1980,8,28,11007,241,4
1980,8,29,10925,242,5
1980,8,30,9510,243,6
1980,8,31,9092,244,7
1980,9,1,9129,245,1
1980,9,2,11057,246,2
1980,9,3,11174,247,3
1980,9,4,11039,248,4
1980,9,5,11013,249,5
1980,9,6,9545,250,6
1980,9,7,9287,251,7
1980,9,8,10900,252,1
1980,9,9,11019,253,2
1980,9,10,11003,254,3
1980,9,11,10796,255,4
1980,9,12,11198,256,5
1980,9,13,9673,257,6
1980,9,14,9499,258,7
1980,9,15,11424,259,1
1980,9,16,11414,260,2
1980,9,17,11292,261,3
1980,9,18,11317,262,4
1980,9,19,11326,263,5
1980,9,20,9967,264,6
1980,9,21,9773,265,7
1980,9,22,11613,266,1
1980,9,23,11722,267,2
1980,9,24,11333,268,3
1980,9,25,10977,269,4
1980,9,26,11163,270,5
1980,9,27,9754,271,6
1980,9,28,9263,272,7
1980,9,29,11099,273,1
1980,9,30,11301,274,2
1980,10,1,11104,275,3
1980,10,2,10929,276,4
1980,10,3,11048,277,5
1980,10,4,9352,278,6
1980,10,5,9013,279,7
1980,10,6,10539,280,1
1980,10,7,10602,281,2
1980,10,8,10827,282,3
1980,10,9,10684,283,4
1980,10,10,10754,284,5
1980,10,11,8984,285,6
1980,10,12,8674,286,7
1980,10,13,10093,287,1
1980,10,14,10612,288,2
1980,10,15,10580,289,3
1980,10,16,10232,290,4
1980,10,17,10328,291,5
1980,10,18,8970,292,6
1980,10,19,8669,293,7
1980,10,20,10289,294,1
1980,10,21,10373,295,2
1980,10,22,10089,296,3
1980,10,23,10051,297,4
1980,10,24,10380,298,5
1980,10,25,8870,299,6
1980,10,26,9159,300,7
1980,10,27,10100,301,1
1980,10,28,10327,302,2
1980,10,29,10081,303,3
1980,10,30,9982,304,4
1980,10,31,10101,305,5
1980,11,1,8851,306,6
1980,11,2,8641,307,7
1980,11,3,10289,308,1
1980,11,4,10465,309,2
1980,11,5,10373,310,3
1980,11,6,10128,311,4
1980,11,7,10517,312,5
1980,11,8,8906,313,6
1980,11,9,8745,314,7
1980,11,10,10249,315,1
1980,11,11,10326,316,2
1980,11,12,10059,317,3
1980,11,13,9930,318,4
1980,11,14,10413,319,5
1980,11,15,8829,320,6
1980,11,16,8563,321,7
1980,11,17,10175,322,1
1980,11,18,10500,323,2
1980,11,19,10180,324,3
1980,11,20,9977,325,4
1980,11,21,10243,326,5
1980,11,22,8680,327,6
1980,11,23,8443,328,7
1980,11,24,10447,329,1
1980,11,25,10496,330,2
1980,11,26,10236,331,3
1980,11,27,8134,332,4
1980,11,28,9649,333,5
1980,11,29,8821,334,6
1980,11,30,8830,335,7
1980,12,1,10225,336,1
1980,12,2,10711,337,2
1980,12,3,10105,338,3
1980,12,4,9925,339,4
1980,12,5,10288,340,5
1980,12,6,8659,341,6
1980,12,7,8513,342,7
1980,12,8,10368,343,1
1980,12,9,10322,344,2
1980,12,10,10120,345,3
1980,12,11,9998,346,4
1980,12,12,10039,347,5
1980,12,13,8758,348,6
1980,12,14,8523,349,7
1980,12,15,10508,350,1
1980,12,16,10772,351,2
1980,12,17,10524,352,3
1980,12,18,10580,353,4
1980,12,19,10662,354,5
1980,12,20,8526,355,6
1980,12,21,8289,356,7
1980,12,22,10035,357,1
1980,12,23,10118,358,2
1980,12,24,8979,359,3
1980,12,25,7979,360,4
1980,12,26,9313,361,5
1980,12,27,8748,362,6
1980,12,28,8576,363,7
1980,12,29,10881,364,1
1980,12,30,11603,365,2
1980,12,31,10947,366,3
1981,1,1,8299,1,4
1981,1,2,9045,2,5
1981,1,3,8458,3,6
1981,1,4,8295,4,7
1981,1,5,9614,5,1
1981,1,6,10128,6,2
1981,1,7,10140,7,3
1981,1,8,9423,8,4
1981,1,9,9702,9,5
1981,1,10,8449,10,6
1981,1,11,8276,11,7
1981,1,12,9900,12,1
1981,1,13,10163,13,2
1981,1,14,10419,14,3
1981,1,15,10157,15,4
1981,1,16,10164,16,5
1981,1,17,8601,17,6
1981,1,18,8402,18,7
1981,1,19,10368,19,1
1981,1,20,10455,20,2
1981,1,21,10166,21,3
1981,1,22,10003,22,4
1981,1,23,10123,23,5
1981,1,24,8825,24,6
1981,1,25,8369,25,7
1981,1,26,10213,26,1
1981,1,27,10346,27,2
1981,1,28,10145,28,3
1981,1,29,9874,29,4
1981,1,30,10106,30,5
1981,1,31,8457,31,6
1981,2,1,8474,32,7
1981,2,2,10285,33,1
1981,2,3,10231,34,2
1981,2,4,10083,35,3
1981,2,5,9985,36,4
1981,2,6,10099,37,5
1981,2,7,8563,38,6
1981,2,8,8611,39,7
1981,2,9,10313,40,1
1981,2,10,10355,41,2
1981,2,11,10112,42,3
1981,2,12,10332,43,4
1981,2,13,9670,44,5
1981,2,14,9114,45,6
1981,2,15,8538,46,7
1981,2,16,9796,47,1
1981,2,17,10409,48,2
1981,2,18,10313,49,3
1981,2,19,10337,50,4
1981,2,20,10368,51,5
1981,2,21,8975,52,6
1981,2,22,8657,53,7
1981,2,23,10157,54,1
1981,2,24,10423,55,2
1981,2,25,10270,56,3
1981,2,26,10054,57,4
1981,2,27,10226,58,5
1981,2,28,8892,59,6
1981,3,1,8534,61,7
1981,3,2,10130,62,1
1981,3,3,10471,63,2
1981,3,4,10277,64,3
1981,3,5,10168,65,4
1981,3,6,10134,66,5
1981,3,7,8697,67,6
1981,3,8,8369,68,7
1981,3,9,9912,69,1
1981,3,10,10348,70,2
1981,3,11,10184,71,3
1981,3,12,10137,72,4
1981,3,13,9961,73,5
1981,3,14,8937,74,6
1981,3,15,8338,75,7
1981,3,16,10269,76,1
1981,3,17,10731,77,2
1981,3,18,10129,78,3
1981,3,19,10030,79,4
1981,3,20,10184,80,5
1981,3,21,8773,81,6
1981,3,22,8458,82,7
1981,3,23,10040,83,1
1981,3,24,10453,84,2
1981,3,25,10090,85,3
1981,3,26,10193,86,4
1981,3,27,10454,87,5
1981,3,28,8835,88,6
1981,3,29,8532,89,7
1981,3,30,10063,90,1
1981,3,31,10327,91,2
1981,4,1,9860,92,3
1981,4,2,10004,93,4
1981,4,3,10151,94,5
1981,4,4,8888,95,6
1981,4,5,8378,96,7
1981,4,6,9988,97,1
1981,4,7,10356,98,2
1981,4,8,10034,99,3
1981,4,9,10052,100,4
1981,4,10,10115,101,5
1981,4,11,8702,102,6
1981,4,12,8338,103,7
1981,4,13,9736,104,1
1981,4,14,10277,105,2
1981,4,15,9966,106,3
1981,4,16,9634,107,4
1981,4,17,9593,108,5
1981,4,18,8349,109,6
1981,4,19,8122,110,7
1981,4,20,9558,111,1
1981,4,21,10155,112,2
1981,4,22,9992,113,3
1981,4,23,10078,114,4
1981,4,24,9921,115,5
1981,4,25,8431,116,6
1981,4,26,7756,117,7
1981,4,27,9657,118,1
1981,4,28,10242,119,2
1981,4,29,9959,120,3
1981,4,30,9675,121,4
1981,5,1,10047,122,5
1981,5,2,8329,123,6
1981,5,3,8115,124,7
1981,5,4,9755,125,1
1981,5,5,10383,126,2
1981,5,6,9884,127,3
1981,5,7,9906,128,4
1981,5,8,10086,129,5
1981,5,9,8354,130,6
1981,5,10,8504,131,7
1981,5,11,9942,132,1
1981,5,12,10076,133,2
1981,5,13,9895,134,3
1981,5,14,10145,135,4
1981,5,15,10195,136,5
1981,5,16,8518,137,6
1981,5,17,8194,138,7
1981,5,18,10159,139,1
1981,5,19,10309,140,2
1981,5,20,10086,141,3
1981,5,21,10182,142,4
1981,5,22,10424,143,5
1981,5,23,8760,144,6
1981,5,24,8344,145,7
1981,5,25,8843,146,1
1981,5,26,10471,147,2
1981,5,27,10674,148,3
1981,5,28,10400,149,4
1981,5,29,10411,150,5
1981,5,30,8852,151,6
1981,5,31,8598,152,7
1981,6,1,10077,153,1
1981,6,2,10355,154,2
1981,6,3,10195,155,3
1981,6,4,10208,156,4
1981,6,5,10366,157,5
1981,6,6,8965,158,6
1981,6,7,8638,159,7
1981,6,8,10206,160,1
1981,6,9,10569,161,2
1981,6,10,10379,162,3
1981,6,11,10131,163,4
1981,6,12,10162,164,5
1981,6,13,8853,165,6
1981,6,14,8484,166,7
1981,6,15,10182,167,1
1981,6,16,10749,168,2
1981,6,17,10414,169,3
1981,6,18,10072,170,4
1981,6,19,10522,171,5
1981,6,20,9012,172,6
1981,6,21,8713,173,7
1981,6,22,10597,174,1
1981,6,23,10540,175,2
1981,6,24,10325,176,3
1981,6,25,10377,177,4
1981,6,26,10524,178,5
1981,6,27,8649,179,6
1981,6,28,8599,180,7
1981,6,29,10502,181,1
1981,6,30,11057,182,2
1981,7,1,10679,183,3
1981,7,2,10657,184,4
1981,7,3,9717,185,5
1981,7,4,8935,186,6
1981,7,5,8875,187,7
1981,7,6,10602,188,1
1981,7,7,11498,189,2
1981,7,8,11205,190,3
1981,7,9,11146,191,4
1981,7,10,11364,192,5
1981,7,11,9452,193,6
1981,7,12,8997,194,7
1981,7,13,10618,195,1
1981,7,14,11577,196,2
1981,7,15,11108,197,3
1981,7,16,10942,198,4
1981,7,17,11126,199,5
1981,7,18,9333,200,6
1981,7,19,8993,201,7
1981,7,20,11111,202,1
1981,7,21,11313,203,2
1981,7,22,11064,204,3
1981,7,23,10965,205,4
1981,7,24,11010,206,5
1981,7,25,9430,207,6
1981,7,26,9254,208,7
1981,7,27,10893,209,1
1981,7,28,11479,210,2
1981,7,29,11211,211,3
1981,7,30,11000,212,4
1981,7,31,11211,213,5
1981,8,1,9733,214,6
1981,8,2,9276,215,7
1981,8,3,11152,216,1
1981,8,4,11697,217,2
1981,8,5,11438,218,3
1981,8,6,11153,219,4
1981,8,7,11256,220,5
1981,8,8,9803,221,6
1981,8,9,9360,222,7
1981,8,10,11052,223,1
1981,8,11,11242,224,2
1981,8,12,11357,225,3
1981,8,13,11088,226,4
1981,8,14,11433,227,5
1981,8,15,9628,228,6
1981,8,16,9282,229,7
1981,8,17,11048,230,1
1981,8,18,11407,231,2
1981,8,19,11059,232,3
1981,8,20,10956,233,4
1981,8,21,11091,234,5
1981,8,22,9740,235,6
1981,8,23,9225,236,7
1981,8,24,11147,237,1
1981,8,25,11407,238,2
1981,8,26,11198,239,3
1981,8,27,11059,240,4
1981,8,28,11260,241,5
1981,8,29,9667,242,6
1981,8,30,9261,243,7
1981,8,31,11050,244,1
1981,9,1,11156,245,2
1981,9,2,10922,246,3
1981,9,3,10894,247,4
1981,9,4,11180,248,5
1981,9,5,9354,249,6
1981,9,6,9095,250,7
1981,9,7,9213,251,1
1981,9,8,11071,252,2
1981,9,9,11356,253,3
1981,9,10,11245,254,4
1981,9,11,11471,255,5
1981,9,12,9561,256,6
1981,9,13,9396,257,7
1981,9,14,11377,258,1
1981,9,15,11422,259,2
1981,9,16,11365,260,3
1981,9,17,11071,261,4
1981,9,18,11148,262,5
1981,9,19,9609,263,6
1981,9,20,9532,264,7
1981,9,21,11262,265,1
1981,9,22,11488,266,2
1981,9,23,11281,267,3
1981,9,24,11201,268,4
1981,9,25,11460,269,5
1981,9,26,9703,270,6
1981,9,27,9337,271,7
1981,9,28,11341,272,1
1981,9,29,11074,273,2
1981,9,30,10992,274,3
1981,10,1,10881,275,4
1981,10,2,11018,276,5
1981,10,3,9318,277,6
1981,10,4,8905,278,7
1981,10,5,10874,279,1
1981,10,6,10899,280,2
1981,10,7,10483,281,3
1981,10,8,10405,282,4
1981,10,9,10905,283,5
1981,10,10,9313,284,6
1981,10,11,8756,285,7
1981,10,12,10372,286,1
1981,10,13,10616,287,2
1981,10,14,10214,288,3
1981,10,15,10456,289,4
1981,10,16,10716,290,5
1981,10,17,8537,291,6
1981,10,18,8540,292,7
1981,10,19,10023,293,1
1981,10,20,10277,294,2
1981,10,21,10460,295,3
1981,10,22,10267,296,4
1981,10,23,10316,297,5
1981,10,24,8687,298,6
1981,10,25,8733,299,7
1981,10,26,10044,300,1
1981,10,27,10452,301,2
1981,10,28,10153,302,3
1981,10,29,10111,303,4
1981,10,30,10302,304,5
1981,10,31,8643,305,6
1981,11,1,8358,306,7
1981,11,2,10303,307,1
1981,11,3,10397,308,2
1981,11,4,10350,309,3
1981,11,5,10315,310,4
1981,11,6,10678,311,5
1981,11,7,8797,312,6
1981,11,8,8471,313,7
1981,11,9,10155,314,1
1981,11,10,10356,315,2
1981,11,11,10050,316,3
1981,11,12,10256,317,4
1981,11,13,9919,318,5
1981,11,14,8796,319,6
1981,11,15,8499,320,7
1981,11,16,10453,321,1
1981,11,17,10765,322,2
1981,11,18,10144,323,3
1981,11,19,10224,324,4
1981,11,20,10574,325,5
1981,11,21,8746,326,6
1981,11,22,8427,327,7
1981,11,23,10335,328,1
1981,11,24,10528,329,2
1981,11,25,10452,330,3
1981,11,26,8154,331,4
1981,11,27,9650,332,5
1981,11,28,8487,333,6
1981,11,29,8528,334,7
1981,11,30,10217,335,1
1981,12,1,10880,336,2
1981,12,2,10456,337,3
1981,12,3,10113,338,4
1981,12,4,9920,339,5
1981,12,5,8560,340,6
1981,12,6,8316,341,7
1981,12,7,10090,342,1
1981,12,8,10621,343,2
1981,12,9,10112,344,3
1981,12,10,9935,345,4
1981,12,11,10164,346,5
1981,12,12,8635,347,6
1981,12,13,8284,348,7
1981,12,14,10365,349,1
1981,12,15,10799,350,2
1981,12,16,10333,351,3
1981,12,17,10672,352,4
1981,12,18,10853,353,5
1981,12,19,8664,354,6
1981,12,20,8173,355,7
1981,12,21,10562,356,1
1981,12,22,10567,357,2
1981,12,23,9841,358,3
1981,12,24,8741,359,4
1981,12,25,8023,360,5
1981,12,26,8352,361,6
1981,12,27,8653,362,7
1981,12,28,11045,363,1
1981,12,29,11279,364,2
1981,12,30,11036,365,3
1981,12,31,10394,366,4
1982,1,1,8560,1,5
1982,1,2,8308,2,6
1982,1,3,8606,3,7
1982,1,4,9958,4,1
1982,1,5,10253,5,2
1982,1,6,10182,6,3
1982,1,7,9949,7,4
1982,1,8,10087,8,5
1982,1,9,8484,9,6
1982,1,10,8387,10,7
1982,1,11,10226,11,1
1982,1,12,10452,12,2
1982,1,13,10182,13,3
1982,1,14,10100,14,4
1982,1,15,9969,15,5
1982,1,16,8705,16,6
1982,1,17,8522,17,7
1982,1,18,10253,18,1
1982,1,19,10708,19,2
1982,1,20,10334,20,3
1982,1,21,10176,21,4
1982,1,22,10425,22,5
1982,1,23,8706,23,6
1982,1,24,8532,24,7
1982,1,25,10232,25,1
1982,1,26,10457,26,2
1982,1,27,10156,27,3
1982,1,28,10113,28,4
1982,1,29,10207,29,5
1982,1,30,8726,30,6
1982,1,31,8380,31,7
1982,2,1,10222,32,1
1982,2,2,10426,33,2
1982,2,3,10169,34,3
1982,2,4,10070,35,4
1982,2,5,10242,36,5
1982,2,6,8804,37,6
1982,2,7,8514,38,7
1982,2,8,10362,39,1
1982,2,9,10551,40,2
1982,2,10,10424,41,3
1982,2,11,10402,42,4
1982,2,12,10474,43,5
1982,2,13,8963,44,6
1982,2,14,8680,45,7
1982,2,15,10206,46,1
1982,2,16,10737,47,2
1982,2,17,10532,48,3
1982,2,18,10366,49,4
1982,2,19,10375,50,5
1982,2,20,8923,51,6
1982,2,21,8709,52,7
1982,2,22,10577,53,1
1982,2,23,10474,54,2
1982,2,24,10462,55,3
1982,2,25,10367,56,4
1982,2,26,10047,57,5
1982,2,27,8852,58,6
1982,2,28,8384,59,7
1982,3,1,10257,61,1
1982,3,2,10679,62,2
1982,3,3,10506,63,3
1982,3,4,10205,64,4
1982,3,5,10476,65,5
1982,3,6,8768,66,6
1982,3,7,8399,67,7
1982,3,8,10293,68,1
1982,3,9,10417,69,2
1982,3,10,10424,70,3
1982,3,11,10233,71,4
1982,3,12,10369,72,5
1982,3,13,8966,73,6
1982,3,14,8402,74,7
1982,3,15,10098,75,1
1982,3,16,10547,76,2
1982,3,17,10583,77,3
1982,3,18,10447,78,4
1982,3,19,10259,79,5
1982,3,20,8705,80,6
1982,3,21,8313,81,7
1982,3,22,10056,82,1
1982,3,23,10338,83,2
1982,3,24,10210,84,3
1982,3,25,10238,85,4
1982,3,26,10280,86,5
1982,3,27,8568,87,6
1982,3,28,8214,88,7
1982,3,29,10216,89,1
1982,3,30,10481,90,2
1982,3,31,10271,91,3
1982,4,1,10118,92,4
1982,4,2,10528,93,5
1982,4,3,8955,94,6
1982,4,4,8432,95,7
1982,4,5,10128,96,1
1982,4,6,10620,97,2
1982,4,7,9974,98,3
1982,4,8,10158,99,4
1982,4,9,10099,100,5
1982,4,10,8385,101,6
1982,4,11,7914,102,7
1982,4,12,9991,103,1
1982,4,13,10350,104,2
1982,4,14,10233,105,3
1982,4,15,10295,106,4
1982,4,16,10275,107,5
1982,4,17,8852,108,6
1982,4,18,8195,109,7
1982,4,19,10172,110,1
1982,4,20,10603,111,2
1982,4,21,10030,112,3
1982,4,22,9958,113,4
1982,4,23,10011,114,5
1982,4,24,8494,115,6
1982,4,25,7855,116,7
1982,4,26,10369,117,1
1982,4,27,10270,118,2
1982,4,28,10262,119,3
1982,4,29,9911,120,4
1982,4,30,10396,121,5
1982,5,1,8720,122,6
1982,5,2,8407,123,7
1982,5,3,10442,124,1
1982,5,4,10632,125,2
1982,5,5,10409,126,3
1982,5,6,10372,127,4
1982,5,7,10494,128,5
1982,5,8,8755,129,6
1982,5,9,8592,130,7
1982,5,10,10616,131,1
1982,5,11,10703,132,2
1982,5,12,10428,133,3
1982,5,13,10131,134,4
1982,5,14,10497,135,5
1982,5,15,8867,136,6
1982,5,16,8419,137,7
1982,5,17,10571,138,1
1982,5,18,10800,139,2
1982,5,19,10517,140,3
1982,5,20,10400,141,4
1982,5,21,10545,142,5
1982,5,22,8605,143,6
1982,5,23,8460,144,7
1982,5,24,10406,145,1
1982,5,25,10932,146,2
1982,5,26,10854,147,3
1982,5,27,10708,148,4
1982,5,28,10683,149,5
1982,5,29,8965,150,6
1982,5,30,8719,151,7
1982,5,31,8997,152,1
1982,6,1,10498,153,2
1982,6,2,10712,154,3
1982,6,3,10635,155,4
1982,6,4,10591,156,5
1982,6,5,8920,157,6
1982,6,6,8765,158,7
1982,6,7,10383,159,1
1982,6,8,10636,160,2
1982,6,9,10353,161,3
1982,6,10,10703,162,4
1982,6,11,10629,163,5
1982,6,12,9125,164,6
1982,6,13,8508,165,7
1982,6,14,10482,166,1
1982,6,15,10943,167,2
1982,6,16,10953,168,3
1982,6,17,10731,169,4
1982,6,18,10880,170,5
1982,6,19,8948,171,6
1982,6,20,8798,172,7
1982,6,21,10786,173,1
1982,6,22,11050,174,2
1982,6,23,10758,175,3
1982,6,24,10839,176,4
1982,6,25,11016,177,5
1982,6,26,9216,178,6
1982,6,27,8982,179,7
1982,6,28,10978,180,1
1982,6,29,11456,181,2
1982,6,30,10962,182,3
1982,7,1,10924,183,4
1982,7,2,10893,184,5
1982,7,3,9293,185,6
1982,7,4,9036,186,7
1982,7,5,8978,187,1
1982,7,6,11171,188,2
1982,7,7,11742,189,3
1982,7,8,11654,190,4
1982,7,9,11312,191,5
1982,7,10,9591,192,6
1982,7,11,9165,193,7
1982,7,12,10996,194,1
1982,7,13,11136,195,2
1982,7,14,11095,196,3
1982,7,15,11218,197,4
1982,7,16,11339,198,5
1982,7,17,9616,199,6
1982,7,18,9374,200,7
1982,7,19,11039,201,1
1982,7,20,11551,202,2
1982,7,21,11242,203,3
1982,7,22,11004,204,4
1982,7,23,11347,205,5
1982,7,24,9608,206,6
1982,7,25,9096,207,7
1982,7,26,11041,208,1
1982,7,27,11474,209,2
1982,7,28,11235,210,3
1982,7,29,11073,211,4
1982,7,30,11116,212,5
1982,7,31,9589,213,6
1982,8,1,9193,214,7
1982,8,2,10956,215,1
1982,8,3,11515,216,2
1982,8,4,11253,217,3
1982,8,5,11196,218,4
1982,8,6,11014,219,5
1982,8,7,9349,220,6
1982,8,8,9198,221,7
1982,8,9,10903,222,1
1982,8,10,11383,223,2
1982,8,11,11104,224,3
1982,8,12,11195,225,4
1982,8,13,10678,226,5
1982,8,14,9444,227,6
1982,8,15,9215,228,7
1982,8,16,11201,229,1
1982,8,17,11489,230,2
1982,8,18,11266,231,3
1982,8,19,11154,232,4
1982,8,20,11385,233,5
1982,8,21,9602,234,6
1982,8,22,9098,235,7
1982,8,23,10944,236,1
1982,8,24,11577,237,2
1982,8,25,11153,238,3
1982,8,26,11026,239,4
1982,8,27,11266,240,5
1982,8,28,9484,241,6
1982,8,29,8900,242,7
